key,query,doi,score,ts
QU64QYH2,"?query.bibliographic=New Economic Models for Administering Cultural Intellectual Property&query.author=Bearman, David&query.bibliographic=1997&query.container-title=The Wired Museum",10.1023/a:1009051605173,35.996563,1598888579.2287805
4UH2DCQ8,"?query.bibliographic=Whose Rules? Intellectual Property, Culture, and Indigenous Communities&query.author=Seadle, Michael&query.bibliographic=2002&query.container-title=D-Lib Magazine",10.1045/march2002-seadle,106.21392,1598888581.1386325
I3GUWDI2,"?query.bibliographic=Art History and Its Publications in the Electronic Age&query.author=Ballon, Hillary; Westermann, Mariet&query.bibliographic=2006",10.2307/25068291,49.65371,1598888582.1401274
TWN33D43,"?query.bibliographic=Art Museum Images in Scholarly Publishing&query.author=Allen, Nancy&query.bibliographic=2012",10.3138/jsp.34.1.59,29.946333000000003,1598888584.048909
CUYY4XVM,"?query.bibliographic=Transitioning to a Digital World: Art History, Its Research Centers, and Digital Scholarship&query.author=Zorich, Diane M&query.bibliographic=2012",10.1080/01973762.2013.761108,50.826370000000004,1598888586.4839444
HC62WWYK,/10.1515/LIBR.2001.234,10.1515/LIBR.2001.234,,1598888587.3023891
5Q7NA7B2,"?query.bibliographic=Colonies, Minorities, and Women’s Rights&query.author=Morsink, Johannes&query.bibliographic=1999&query.container-title=The Universal Declaration of Human Rights: Origins, Drafting, and Intent",10.2307/762661,55.805935,1598888589.4209757
SNXFS6T6,"?query.bibliographic=A Survey of Digital Cultural Heritage Initiatives and Their Sustainability Concerns. Managing Economic Challenges&query.author=Zorich, Diane M.&query.bibliographic=2003",10.5210/fm.v12i7.1927,37.249706,1598888590.9765086
X7TZVAFA,,Type not supported,,1598888590.9927561
LQN42I9Z,,Type not supported,,1598888591.003828
GGFAH9A6,"?query.bibliographic=The Cornell Digital to Microfilm Conversion Project: Final Report to NEH&query.author=Kenney, Anne R.&query.bibliographic=1997&query.container-title=RLG DigiNews",Not found,,1598888591.7967784
HGLLBYBG,/10.1016/j.culher.2009.06.001,10.1016/j.culher.2009.06.001,,1598888592.5908012
I58FKXM3,"?query.bibliographic=The Public Domain: Enclosing the Commons of the Mind&query.author=Boyle, James&query.bibliographic=2008",10.1371/journal.pbio.0050058,37.075798,1598888593.5382564
DP6ZLBTC,?query.bibliographic=Fact Sheet on  Creative Commons & Open Science&query.author=Creative Commons UK&query.bibliographic=2017,10.5334/bbc.c,65.14256,1598888595.2838225
8EBILRYA,?query.bibliographic=Frequently Asked Questions on Creative Commons & Open Access&query.author=Creative Commons UK&query.bibliographic=2017,10.5334/bbc.c,61.965652,1598888596.9360125
S8H3MDL3,/10.3390/mti2020025,10.3390/mti2020025,,1598888597.7201688
4ZSRVGGQ,/10.1038/sdata.2016.18,10.1038/sdata.2016.18,,1598888598.7246382
P4TQI5SQ,,Type not supported,,1598888598.7386596
3RJ25PG9,"?query.bibliographic=Green Paper on Copyright Policy, Creativity, and Innovation in the Digital Economy&query.bibliographic=2013",10.1086/670036,39.946095,1598888600.2696168
ZC9LFTK9,,Type not supported,,1598888600.284013
DLCTXJKP,,Type not supported,,1598888600.2922106
X7AP8S8L,,Type not supported,,1598888600.3002355
W797JLK7,,Type not supported,,1598888600.3097565
8BFSGQWZ,"?query.bibliographic=Teu Le Va - Relationships across research and policy in Pasifika education&query.author=Airini; Anae, Melani; Mila-Schaaf, Karlo&query.bibliographic=2010",10.3917/riss.195.0161,48.251213,1598888602.0005386
X9LYBUIR,?query.bibliographic=World Report on Disability&query.bibliographic=2011,10.1016/j.alter.2011.03.001,26.334393,1598888603.150919
UREN9CA5,"?query.bibliographic=How Museums Made (and Re-Made) Their Digital User&query.author=Parry, Ross&query.bibliographic=2019&query.container-title=Museums and Digital Culture: New Perspectives and Research",10.1007/978-3-319-97457-6_13,93.21197,1598888606.4260266
ID99GC94,/10.3167/armw.2013.010103,10.3167/armw.2013.010103,,1598888607.241304
3I9P9Y4W,?query.bibliographic=Culture is Digital&query.author=UK Government&query.bibliographic=2018,10.15444/gmc2018.11.02.03,20.164639,1598888607.9954624
WR5B94GH,/10.1080/10598650.2017.1306664,10.1080/10598650.2017.1306664,,1598888608.798523
YXZVF5W4,"?query.bibliographic=Digital Technologies and Traditional Cultural Expressions: A Positive Look at a Difficult Relationship&query.author=Burri, Mira&query.bibliographic=2009&query.container-title=International Journal of Cultural Property",10.1017/s0940739110000032,101.877945,1598888610.0242186
7RDMG2LG,"?query.bibliographic=Data Feminism&query.author=D'Ignazio, Catherine; Klein, Lauren F.&query.bibliographic=2020",10.7551/mitpress/11805.001.0001,49.192679999999996,1598888611.2615821
R2YMAK3B,"?query.bibliographic=Copyright, Communication and Culture: Towards a Relational Theory of Copyright Law&query.author=Craig, Carys J.&query.bibliographic=2011",10.4337/9780857933522,65.645706,1598888612.9775436
XTZML3WA,"?query.bibliographic=Automating Inequality&query.author=Eubanks, Virginia&query.bibliographic=2017",10.1038/scientificamerican1118-68,38.308772999999995,1598888613.9291387
S8J96UG7,,Type not supported,,1598888613.9470134
39S2WXC8,"?query.bibliographic=Digital Media and the Informational Politics of Appropriation&query.author=Meurer, David M.; Coombe, Rosemary J.&query.bibliographic=2009&query.container-title=Lifting: ""Theft"" in Art",10.4324/9781315393940-15,27.350315000000002,1598888615.5390544
SVGYJQSD,,Type not supported,,1598888615.552204
PSVYQWHN,,Type not supported,,1598888615.5630472
MZRYUK9L,?query.bibliographic=Research Handbook on Contemporary Intangible Cultural Heritage&query.bibliographic=2018,10.4337/9781786434012.00011,57.535206,1598888617.0117311
SWLNR2BL,"?query.bibliographic=Curatorial activism: towards an ethic of curating&query.author=Reilly, Maura; Lippard, Lucy R&query.bibliographic=2018",10.4324/9780429496059-16,30.468110999999997,1598888618.0821245
LW53GX6T,,Type not supported,,1598888618.0957787
AN8KGF9E,,Type not supported,,1598888618.1132295
YBPQTVX6,"?query.bibliographic=Advancing Feminism Online. Online Tools, Visibility, and Women in Classics&query.author=Bond, Sarah E.; Leonard, Victoria&query.bibliographic=2019&query.container-title=Studies In Late Antiquity",10.1525/sla.2019.3.1.4,118.281456,1598888621.341367
URNZU4LQ,,Type not supported,,1598888621.3532398
DCMJ8I6K,"?query.bibliographic=Wrapping information in contract: how does it affect the public domain?&query.author=Guibault, Lucie&query.bibliographic=2006&query.container-title=The Future of the Public Domain",10.11647/obp.0019.03,58.973890000000004,1598888622.6291618
B37AGVCX,,Type not supported,,1598888622.6432073
J9QG9V2N,"?query.bibliographic=Copyright, Licenses, and Statutory Fraud&query.author=Deazley, Ronan; Sullivan, Robert&query.bibliographic=2011&query.container-title=Journal of Media Law",10.5235/175776311799280782,92.80779,1598888623.7751374
7UZCP8TU,,Type not supported,,1598888623.7892327
CRABBC2Q,,Type not supported,,1598888623.7996962
YW2SY9Q9,,Type not supported,,1598888623.810549
WLEWZXUI,,Type not supported,,1598888623.821839
8MWUNC5K,,Type not supported,,1598888623.8317676
RFZUZEWM,,Type not supported,,1598888623.8431814
V24QASH6,,Type not supported,,1598888623.8543913
DG8U6WLP,,Type not supported,,1598888623.8643124
3VIZPU6H,,Type not supported,,1598888623.8767724
BU488J9N,,Type not supported,,1598888623.887397
U95MWCST,,Type not supported,,1598888623.8976052
8PFZHZE8,,Type not supported,,1598888623.9074302
K94JEAZ2,/10.1080/13688790.2014.966414,10.1080/13688790.2014.966414,,1598888624.6542811
VIT7ZG5L,/10.1086/595632,10.1086/595632,,1598888625.4866993
W64C82Z4,"?query.bibliographic=Interop: The Promise and Perils of Highly Interconnected Systems&query.author=Palfrey, John; Gasser, Urs&query.bibliographic=2012",10.2139/ssrn.2192651,47.104153000000004,1598888627.0068426
3T6WFPIJ,/10.1045/may2002-sullivan,10.1045/may2002-sullivan,,1598888627.826134
FM2Z9PC8,,Type not supported,,1598888627.8389776
77IDNRU7,,Type not supported,,1598888627.8492253
8EGKQLSC,/10.2307/376642,10.2307/376642,,1598888628.6459785
SDDZA8VP,"?query.bibliographic=Artificial Knowing: Gender and the Thinking Machine&query.author=Adam, Alison&query.bibliographic=1998",10.4324/9780203005057,39.698837,1598888629.5710475
N4HKATHD,/10.17723/0360-9081-82.1.165,10.17723/0360-9081-82.1.165,,1598888630.3969676
ESTU6F7P,"?query.bibliographic=Wikinomics&query.author=Williams, Anthony D.; Tapscott, Don&query.bibliographic=2008",10.1093/itnow/bwn105,24.196854000000002,1598888631.4414618
K7WL99TU,,Type not supported,,1598888631.4543009
6YPHA5CS,"?query.bibliographic=Indigenous Identity, Cultural Harm, and the Politics of Cultural Production: A Commentary on Riley and Carpenter’s “Owning Red”&query.author=Tsosie, Rebecca&query.bibliographic=2016&query.container-title=Texas Law Review",10.1111/j.1748-720x.2007.00163.x,55.239765000000006,1598888633.2259884
UADED9D3,"?query.bibliographic=In Defense of Property&query.author=Carpenter, Kristen A.; Katyal, Sonia K.; Riley, Angela R.&query.bibliographic=2009&query.container-title=The Yale Law Journal",10.1017/9781108770804.017,72.04934,1598888635.3728151
ETBYXLED,/10.4324/9781315254111,10.4324/9781315254111,,1598888636.1750467
ITTLYRV2,"?query.bibliographic=From Universal Exclusion to Universal Equality: Regulating Ableism in a Digital Age&query.author=Harpur, Paul&query.bibliographic=2013&query.container-title=Northern Kentucky Law Review",10.1177/1037969x0903400304,40.508064000000005,1598888638.2056966
Q7PFE8S6,"?query.bibliographic=Does Information Really Want to be Free? Indigenous Knowledge Systems and the Question of Openness&query.author=Christen, Kimberly A.&query.bibliographic=2012&query.container-title=International Journal of Communication",10.7763/ijiet.2012.v2.207,29.44635,1598888640.3077476
AW7KXZGB,,Type not supported,,1598888640.3193085
NY2YLENY,,Type not supported,,1598888640.3313892
FJQ4WRUG,"?query.bibliographic=The Arrival of Critical Historicism&query.author=Gordon, Robert&query.bibliographic=1997&query.container-title=Stanford Law Review",10.2307/1228681,39.392033000000005,1598888641.2601619
EVQAFI9Z,,Type not supported,,1598888641.2713773
NL3TCKF9,,Type not supported,,1598888641.2818847
K4SAGQ9Y,,Type not supported,,1598888641.2899828
T88HR23T,,Type not supported,,1598888641.2994757
92EUU9G8,,Type not supported,,1598888641.3075314
EY3EPXGY,"?query.bibliographic=Copyright and Mass Digitization: A Cross-Jurisdictional Perspective&query.author=Borghi, Maurizio; Karapapa, Stavroula&query.bibliographic=2013",10.1093/acprof:oso/9780199664559.001.0001,89.33267,1598888646.4017432
8CUXKJ3G,"?query.bibliographic=The Myth of Development, The Progress of Rights: Human Rights to Intellectual Property and Development&query.author=Gana, Ruth L.&query.bibliographic=1996&query.container-title=Law and Policy",10.1111/j.1467-9930.1996.tb00175.x,99.96358000000001,1598888648.2373042
TI5NNKRX,,Type not supported,,1598888648.2476413
7TGCY8YZ,"?query.bibliographic=Why Is Traditional Knowledge Different from All Other Intellectual Property?&query.author=Fishert, William&query.container-title=Washburn Law Journal",10.1111/j.1747-1796.2004.tb00257.x,35.08487,1598888649.325643
ZQL6E7DC,"?query.bibliographic=Does Intellectual Property Need Human Rights?&query.author=Okediji, Ruth L.&query.bibliographic=2018&query.container-title=New York University Journal of International Law and Politics",10.4337/9781788977821.00013,52.5658,1598888651.7485616
7ZDS4W8Q,,Type not supported,,1598888651.760361
9FB7LCIE,"?query.bibliographic=Images of Works of Art in Museum Collections: The Experience of Open Access&query.author=Kelly, Kristin&query.bibliographic=2013",10.23860/thesis-deitos-kristin-2016,27.750225,1598888652.7904105
UQPKMYK7,,Type not supported,,1598888652.8029873
SBKHCVSW,,Type not supported,,1598888652.8134756
8MBFFUNG,,Type not supported,,1598888652.822442
DH93THGE,"?query.bibliographic=Public access to research data in language documentation: Challenges and possible strategies&query.author=Seyfeddinipur, Mandana; Ameka, Felix; Bolton, Lissant; Blumtritt, Jonathan; Carpenter, Brian; Cruz, Hilaria; Drude, Sebastian; Epps, Patience L.; Ferreira, Vera; Galucio, Ana Vilacy; Hellwig, Brigit; Hinte, Oliver; Holton, Gary; Jung, Dagmar; Buddeberg, Irmgarda Kasinskaite; Krifka, Manfred; Kung, Susan; Monroig, Miyuki; Neba, Ayu'nwi Ngwabe; Nordhoff, Sebastian; Pakendorf, Brigitte; von Prince, Kilu; Rau, Felix; Rice, Keren; Riessler, Michael; Szoelloesi Brenig, Vera; Thieberger, Nick; Trilsbeek, Paul; van der Voort, Hein; Woodbury, Tony&query.bibliographic=2019&query.container-title=Language Documentation & Conservation",10.1515/9783110428902-002,68.99547,1598888654.9240606
5ILI8F9J,,Type not supported,,1598888654.9402955
FUWLTGQI,,Type not supported,,1598888654.9513972
4SVBE95U,,Type not supported,,1598888654.9599698
ATAC37YB,/10.1177/2332649220922577,10.1177/2332649220922577,,1598888655.8033974
ITXCRBNG,,Type not supported,,1598888655.8202972
WY7WC5AN,,Type not supported,,1598888655.8314762
IFE288VE,,Type not supported,,1598888655.8410206
N2NG5E4C,,Type not supported,,1598888655.849723
D9N7EDCB,,Type not supported,,1598888655.8581636
PBDVZ8GJ,,Type not supported,,1598888655.8666599
ESVY4WLC,,Type not supported,,1598888655.8748193
LZYBK84J,,Type not supported,,1598888655.8831887
TMPIBCBV,,Type not supported,,1598888655.891246
DU85LKVR,"?query.bibliographic=Finding the Public Domain: Copyright Review Management System Toolkit&query.author=Melissa Levine, Richard C. Adler&query.bibliographic=2016",10.3998/crmstoolkit.14616082.0001.001,73.59991,1598888658.2517388
EYXHMPNC,,Type not supported,,1598888658.2643206
NYNUTUKY,,Type not supported,,1598888658.2751846
LCZSZ5FI,/10.1080/00779962.1982.9722384,10.1080/00779962.1982.9722384,,1598888659.1394904
XAPGINMW,/10.20417/nzjecol.43.36,10.20417/nzjecol.43.36,,1598888659.9372642
DLYA9JBC,"?query.bibliographic=Public access to research data in language documentation: Challenges and possible strategies&query.author=Seyfeddinipur, Mandana; Ameka, Felix; Bolton, Lissant; Blumtritt, Jonathan; Carpenter, Brian; Cruz, Hilaria; Drude, Sebastian; Epps, Patience L.; Ferreira, Vera; Galucio, Ana Vilacy; Hellwig, Brigit; Hinte, Oliver; Holton, Gary; Jung, Dagmar; Buddeberg, Irmgarda Kasinskaite; Krifka, Manfred; Kung, Susan; Monroig, Miyuki; Neba, Ayu'nwi Ngwabe; Nordhoff, Sebastian; Pakendorf, Brigitte; von Prince, Kilu; Rau, Felix; Rice, Keren; Riessler, Michael; Szoelloesi Brenig, Vera; Thieberger, Nick; Trilsbeek, Paul; van der Voort, Hein; Woodbury, Tony&query.bibliographic=2019&query.container-title=Language Documentation & Conservation",10.1515/9783110428902-002,68.99547,1598888661.8917644
TJHNYA3B,,Type not supported,,1598888661.9068868
72GEKC8M,,Type not supported,,1598888661.925698
3VHKYNVW,,Type not supported,,1598888661.937157
2XY4PUFQ,,Type not supported,,1598888661.9482934
EMWKL4JN,,Type not supported,,1598888661.958501
A55W98G8,,Type not supported,,1598888661.9702404
GI24XZ5V,,Type not supported,,1598888661.9827485
NHHT78GU,"?query.bibliographic=Nature Read in Black and White: decolonial approaches to interpreting natural history collections&query.author=Das, S.; Lowe, M.&query.bibliographic=2018&query.container-title=Journal of Natural Science Collections",10.1007/978-3-319-44321-8_18,44.476532,1598888664.3685696
FQ2JDCC3,,Type not supported,,1598888664.381956
X2TKQJR5,,Type not supported,,1598888664.3939044
9DKQMMV5,/10.17161/jcel.v3i3.9771,10.17161/jcel.v3i3.9771,,1598888665.2125585
JQLZ8KNZ,,Type not supported,,1598888665.22492
P4QE9A7E,,Type not supported,,1598888665.2351725
4KPL6VTD,,Type not supported,,1598888665.2435114
BT3YTL7Z,,Type not supported,,1598888665.2518392
HZJMHYXZ,,Type not supported,,1598888665.2608163
VEWVV73Y,,Type not supported,,1598888665.2690465
H4ATQ8J3,,Type not supported,,1598888665.2775786
RCI7C9HN,,Type not supported,,1598888665.2858453
T46PDPY3,,Type not supported,,1598888665.2941391
IFMRKFWU,,Type not supported,,1598888665.3024116
PHKNYBLD,,Type not supported,,1598888665.3110757
B72A8ZPK,,Type not supported,,1598888665.320359
TW7YU2P6,,Type not supported,,1598888665.3316298
ES9INJVA,,Type not supported,,1598888665.3408225
8AF8Q78K,"?query.bibliographic=Justice cognitive, libre accès et savoirs locaux&query.bibliographic=2016",10.4000/rfsic.3194,43.489376,1598888666.8662186
DEGFXMZX,"?query.bibliographic=Les obstacles à l’adoption du libre accès par les étudiants et étudiantes du Bénin&query.author=Tessy, Djossè Roméo&query.bibliographic=2016&query.container-title=Justice cognitive, libre accès et savoirs locaux",10.4000/rfsic.3292,43.846920000000004,1598888667.733341
26KDJCS9,,Type not supported,,1598888667.748152
SF9NG6HP,,Type not supported,,1598888667.7588122
TJZWZGYQ,,Type not supported,,1598888667.7671554
3C33U3TW,,Type not supported,,1598888667.7755258
PFVSNEBI,,Type not supported,,1598888667.7840517
DGH6EX65,"?query.bibliographic=Illusory Borders: The Myth of the Modern Nation-State and its Impact on the Repatriation of Cultural Artifacts, 15 J. Marshall Rev. Intell. Prop. L. 486 (2016)&query.author=El-Gendi, Lubna&query.bibliographic=2016&query.container-title=The John Marshall Review of Intellectual Property Law",10.4172/2375-4516.1000s1-011,37.539925,1598888669.3922555
284TB24P,,Type not supported,,1598888669.406118
SI9JBFIY,,Type not supported,,1598888669.4178948
EZJJYM36,,Type not supported,,1598888669.4298947
PQEAKHYA,/10.1111/anti.12615,10.1111/anti.12615,,1598888670.261259
5NWM62BB,,Type not supported,,1598888670.2744153
3RNB2WX7,,Type not supported,,1598888670.2852895
7CYI2VD9,,Type not supported,,1598888670.2942512
VLDAG2TV,/10.31228/osf.io/zbnuc,10.31228/osf.io/zbnuc,,1598888671.0287426
NUP6GW2R,,Type not supported,,1598888671.0443866
WGSEUCLL,,Type not supported,,1598888671.0551035
AM2GHSQR,,Type not supported,,1598888671.063717
2XDKQHQD,"?query.bibliographic=Sustainable and FAIR Data Sharing in the Humanities: Recommendations of the ALLEA Working Group&query.author=Harrower, Natalie; Maryl, Maciej; Biro, Timea; Immenhauser, Beat",10.1515/9783110553796-016,34.006706,1598888672.0685627
XH4IIGMZ,,Type not supported,,1598888672.0850508
BXAKJ8RL,,Type not supported,,1598888672.0942338
WQ7W7P7H,,Type not supported,,1598888672.102585
785EYPMT,?query.bibliographic=International Perspectives on Disability Exceptions in Copyright and the Visual Arts: Feeling Art&query.bibliographic=2020,10.4324/9780429342677-20,76.79813,1598888674.1631925
FJMIHBKC,"?query.bibliographic=Open GLAM and Accessibility&query.author=Wallace, Andrea&query.bibliographic=2020&query.container-title=International Perspectives on Disability Exceptions in Copyright and the Visual Arts: Feeling Art",10.4324/9780429342677-4,80.09982,1598888677.523429
E7TUJMLV,,Type not supported,,1598888677.5362215
6XVC92SL,/10.1080/13527258.2017.1347581,10.1080/13527258.2017.1347581,,1598888678.3371437
5JNXT4JL,,Type not supported,,1598888678.3544226
K39FDRLH,"?query.bibliographic=Reclaiming Fair Use&query.author=Aufderheide, Patricia; Jaszi, Peter&query.bibliographic=2018",10.7208/chicago/9780226374222.001.0001,75.64137,1598888679.941116
C9SS7WRP,"?query.bibliographic=Copyright, Permissions, and Fair Use among Visual Artists and the Academic and Museum Visual Arts Communities&query.author=Aufderheide, Patricia; Jaszi, Peter; Bello, Brian; Milosevic, Tijana&query.bibliographic=2014",10.1177/1461444815575018,86.18222,1598888682.3224106
54ZMWF9C,"?query.bibliographic=The Why in DIY Book Scanning&query.author=Reetz, Daniel&query.bibliographic=2011&query.container-title=New York Law School",10.1111/j.1540-5842.2011.01233.x,23.792334,1598888683.3431726
P7NIGKU2,"?query.bibliographic=Reconstructing the Author-Self: Some Feminist Lessons for Copyright Law&query.author=Craig, Carys J&query.bibliographic=2007&query.container-title=Social Policy",10.1111/j.1747-4469.2005.tb01145.x,25.924902,1598888684.6988006
SFTAEMAB,"?query.bibliographic=Mothers and Authors: Johnson v. Calvert and the New Children of Our Imaginations&query.author=Rose, Mark&query.bibliographic=1996&query.container-title=Critical Inquiry",10.1086/448811,89.219574,1598888685.6947062
Z4GBIEYU,"?query.bibliographic=Intellectual Property at the Intersection of Race and Gender: Lady Sings the Blues&query.author=Greene, K. J.&query.bibliographic=2008&query.container-title=Social Policy",10.4337/9781783470259.00015,28.895426,1598888687.0379589
JTZVPMHX,"?query.bibliographic=Feminist Aesthetics and Copyright Law: Genius, Value, and Gendered Visions of the Creative Self&query.author=Craig, Carys&query.bibliographic=2014&query.container-title=Osgoode Legal Studies Research Paper Series",10.4337/9781786438898.00025,44.798958,1598888688.1505573
GHPCELLB,"?query.bibliographic=Fair Use and the Fairer Sex: Gender, Feminism, and Copyright Law&query.author=Bartow, Ann&query.bibliographic=2006&query.container-title=American University Journal of Gender, Social Policy & the Law",10.2139/ssrn.1825946,49.261658000000004,1598888689.9194036
UL9EARMB,"?query.bibliographic=¿Desea guardar los cambios? Propiedad Intelectual y tecnologías digitales: hacia un nuevo pacto social.&query.author=Correa, Carlos Maria&query.bibliographic=2009",10.15446/ts.v21n1.70703,48.045624,1598888690.9777207
PTYH7VR6,,Type not supported,,1598888690.99115
HYYMDLX8,,Type not supported,,1598888691.003399
KTDM85LV,/10.1145/3233391.3233533,10.1145/3233391.3233533,,1598888691.7859144
RD7LW88S,,Type not supported,,1598888691.802956
DRFR5PGB,,Type not supported,,1598888691.8206134
EPWH4YCR,,Type not supported,,1598888691.8386266
6M78JWRM,,Type not supported,,1598888691.8560793
Y5R3NDSB,,Type not supported,,1598888691.8677669
AYX6MQUK,,Type not supported,,1598888691.8780668
8L5PW43F,,Type not supported,,1598888691.888358
PIE6FUP5,,Type not supported,,1598888691.8990312
UBQ6LB4L,,Type not supported,,1598888691.9099126
HLWEM6XU,,Type not supported,,1598888691.9209409
8QI3ITPH,,Type not supported,,1598888691.932392
9V5UR7M6,,Type not supported,,1598888691.944627
EHE5PTLJ,,Type not supported,,1598888691.9551013
P2XQPVZD,,Type not supported,,1598888691.970733
CZQ2Y4XC,,Type not supported,,1598888691.984268
ESEZGCLH,,Type not supported,,1598888691.9976726
D5DMJYWG,,Type not supported,,1598888692.0093632
4IZTU38D,,Type not supported,,1598888692.022037
PZ6MIKF2,,Type not supported,,1598888692.035093
T6WRRHC2,,Type not supported,,1598888692.0483108
33DLXAQB,"?query.bibliographic=The Moral Rights of Authors and Performers: An International and Comparative Analysis&query.author=Adeney, Elizabeth&query.bibliographic=2006",10.4337/9781848445024.00016,46.742138,1598888693.1170394
Z8XSB2SW,"?query.bibliographic=Challenges in Mapping the Public Domain&query.author=Samuelson, Pamela&query.bibliographic=2006&query.container-title=The Future of the Public Domain",10.1145/1047671.1047698,34.926712,1598888694.4957092
5NFX9BBT,,Type not supported,,1598888694.5093632
RCBVSFBK,/10.2139/ssrn.2560572,10.2139/ssrn.2560572,,1598888695.2805405
92NW4WV3,,Type not supported,,1598888695.2958026
D7VIAEF5,"?query.bibliographic=Ethical Issues In Digitization Of Cultural Heritage&query.author=Manžuch, Zinaida&query.bibliographic=2017&query.container-title=Journal of Contemporary Archival Studies",10.1177/0955749015626034,43.745537,1598888696.4110231
Q9HE23YC,,Type not supported,,1598888696.429985
UQVSEGLR,,Type not supported,,1598888696.4441063
FWXXJNHB,/10.3390/heritage2020081,10.3390/heritage2020081,,1598888697.4767704
UXLUE629,"?query.bibliographic=Intellectual Property Commercialisation and Protection of Mātauranga Māori in New Zealand Universities&query.author=Ayoubi, Lida&query.bibliographic=2019",10.4337/9781788977999.00021,49.009029999999996,1598888698.450625
BBUELC6S,,Type not supported,,1598888698.4651706
PVFS844Y,,Type not supported,,1598888698.4738734
QMFE5JFS,,Type not supported,,1598888698.4825704
9Z2BVJRI,,Type not supported,,1598888698.4911358
HTNN7SMK,,Type not supported,,1598888698.4998026
CNL6T3AZ,,Type not supported,,1598888698.5084546
Y5DP9VEP,,Type not supported,,1598888698.5172105
83VJGUY8,/10.1038/s41597-020-0486-7,10.1038/s41597-020-0486-7,,1598888699.3111439
7I5RY9LH,/10.1086/adx.29.1.27949538,10.1086/adx.29.1.27949538,,1598888700.1037755
D66ANRBC,"?query.bibliographic=The transformative power of the thumbnail image: Media logistics and infrastructural aesthetics&query.author=Thylstrup, Nanna; Teilmann-Lock, Stina&query.bibliographic=2017&query.container-title=First Monday",10.5210/fm.v22i10.7869,159.59976,1598888701.1919065
GEBDUZPZ,"?query.bibliographic=Law/Text/Past&query.author=Wilf, Steven&query.bibliographic=2011&query.container-title=UC Irvine L. Rev.",Not found,,1598888702.1372588
ZGVEPCMX,"?query.bibliographic=The Personal is still Political: Museums, Participation and Copyright&query.author=Graham, Helen; Mason, Rhiannon; Nayling, Nigel&query.bibliographic=2013&query.container-title=Museum and Society",10.3167/armw.2013.010104,48.074065999999995,1598888703.9921386
795KA4CF,"?query.bibliographic=Copyright Africa: How intellectual property, media and markets transform immaterial cultural goods&query.author=Röschenthaler, Ute; Diawara, Mamadou&query.bibliographic=2016",10.4018/978-1-5225-2095-5.ch006,57.004616000000006,1598888704.850894
LJIATV5T,,Type not supported,,1598888704.8631608
89ZYK35D,"?query.bibliographic=Collecting Practices&query.author=Macdonald, Sharon&query.bibliographic=2006&query.container-title=A Companion to Museum Studies",10.1002/9780470996836.ch6,65.68014000000001,1598888705.9567034
LUIGGKSK,"?query.bibliographic=Decolonizing Methodologies: Research and Indigenous Peoples&query.author=Smith, Linda Tuhiwai&query.bibliographic=2012",10.2307/2653993,67.5765,1598888707.5469015
H6GZ2H9M,"?query.bibliographic=Hacking Heritage: Understanding the Limits of Online Access&query.author=Sherratt, Tim&query.bibliographic=2020&query.container-title=The Routledge International Handbook of New Digital Practices in Galleries, Libraries, Archives, Museums and Heritage Sites",10.4324/9780429506765-11,92.49288,1598888708.6294007
F6TQFYBE,/10.1111/j.1556-3502.2009.50404.x,10.1111/j.1556-3502.2009.50404.x,,1598888709.4983046
7A9GHZCV,/10.1111/j.1556-3502.2009.50405.x,10.1111/j.1556-3502.2009.50405.x,,1598888710.3272612
7QVYZVRY,/10.1017/S0272503700056810,10.1017/S0272503700056810,,1598888711.1706116
DNC6EMF7,"?query.bibliographic=Reclaiming Native Stories: An Essay on Cultural Appropriation and Cultural Rights&query.author=Tsosie, Rebecca&query.bibliographic=2002&query.container-title=Arizona State Law Journal",10.1111/j.1748-720x.2007.00163.x,54.934143000000006,1598888712.2865214
9PX7ZZFP,,Type not supported,,1598888712.301701
9P9F2WKQ,,Type not supported,,1598888712.3134036
ARPRG7K9,,Type not supported,,1598888712.3223279
EMADH2F2,,Type not supported,,1598888712.3322926
DZHFPHKB,,Type not supported,,1598888712.3415878
Y7PSK5PP,,Type not supported,,1598888712.350701
GIIS83DU,,Type not supported,,1598888995.4766705
5GB7XZZ2,,Type not supported,,1598888995.4919155
3WITW2C4,,Type not supported,,1598888995.5044534
3TPTGEPC,,Type not supported,,1598888995.5174859
IG692XEB,,Type not supported,,1598888995.5288465
H47QRNSN,,Type not supported,,1598888995.5415487
YG6RT9NK,/10.1016/S0016-3287(00)00016-1,10.1016/S0016-3287(00)00016-1,,1598888996.335253
285SHB3W,,Type not supported,,1598888996.3474832
HIH37TEP,,Type not supported,,1598888996.358961
5UUVWZ5J,,Type not supported,,1598888996.368359
LANWDUCV,"?query.bibliographic=On Digital Decolonization: A Conversation with Morehshin Allahyari&query.author=Qureshi, Abdullah; Allahyari, Morehshin&query.bibliographic=2020&query.container-title=Frontiers: A Journal of Women Studies",10.5250/fronjwomestud.41.1.0087,93.58119,1598889022.0788894
UL6NTPK7,,Type not supported,,1598889022.0931957
8YQVCMKP,,Type not supported,,1598889022.101915
E5TPPPZL,,Type not supported,,1598889022.1111102
WNMNH6SX,,Type not supported,,1598889022.1198285
V4RFLGXX,,Type not supported,,1598889022.1283271
H3MUAVEH,,Type not supported,,1598889022.1369169
AAN6AAYE,,Type not supported,,1598889022.1454372
GYIK5UHG,,Type not supported,,1598889022.1541593
