key,query,doi,score,ts
RSJNCTG2,,Type not supported,,1598889022.1627796
9J8KR6AK,,Type not supported,,1598889022.171688
VS3LBZX5,,Type not supported,,1598889022.1808262
P26SARX5,,Type not supported,,1598889022.1897686
HNJ382Z2,,Type not supported,,1598889022.2005484
X253B3GW,,Type not supported,,1598889022.2104955
PFN7XY8N,,Type not supported,,1598889022.2207682
ALIIQ5VQ,,Type not supported,,1598889022.230532
9I2864CH,"?query.bibliographic=Of Provenance and Privacy: Using Contextual Integrity to Define Third-Party Privacy&query.author=Bingo, Steven&query.bibliographic=2011&query.container-title=The American Archivist",10.17723/aarc.74.2.55132839256116n4,121.98725,1598889032.6421607
7Z4C9GC7,,Type not supported,,1598889032.6548138
V4UN98WB,,Type not supported,,1598889032.6634805
FV53TKGF,,Type not supported,,1598889032.6722112
H7RGSCX8,,Type not supported,,1598889032.681008
HTU55D49,,Type not supported,,1598889032.689808
EIE9ALCT,,Type not supported,,1598889032.698474
V3TV7LW9,,Type not supported,,1598889032.7072308
GMKDM5QU,,Type not supported,,1598889032.7160106
TKKCKZWG,"?query.bibliographic=Rethinking Care Theory: The Practice of Caring and the Obligation to Care&query.author=Engster, Daniel&query.bibliographic=2005&query.container-title=Hypatia",10.1353/hyp.2005.0102,95.9627,1598889035.7098868
MWBD3E48,,Type not supported,,1598889035.7236493
56K92S3H,,Type not supported,,1598889035.7358751
7WMDBXER,,Type not supported,,1598889035.747137
8RYMJZ9Y,"?query.bibliographic=A Crisis of Capacity: How can Museums use Machine Learning, the Gig Economy and the Power of the Crowd to Tackle Our Backlogs&query.author=Moriarty, Adam&query.bibliographic=2020",10.1007/978-1-4842-4090-8_2,34.68448,1598889038.2820013
RSYXEQ9S,/10.17723/aarc.66.2.h0mn427675783n5l,10.17723/aarc.66.2.h0mn427675783n5l,,1598889039.0961535
C4826LEF,/10.5860/rbm.16.1.435,10.5860/rbm.16.1.435,,1598889039.8180351
IP6YEG2U,/10.17723/aarc.74.2.d5g2700q5612l4w7,10.17723/aarc.74.2.d5g2700q5612l4w7,,1598889040.5616546
SP2UQ8X8,"?query.bibliographic=Imagination foregone: A qualitative study of the reuse practices of Australian creators&query.author=Pappalardo, Kylie; Aufderheide, Patricia; Stevens, Jessica; Suzor, Nicolas&query.bibliographic=2017",10.1016/j.poetic.2018.05.005,81.02284,1598889046.0650194
UYINRWA2,"?query.bibliographic=Feist Goes Global: A Comparative Analysis Of The Notion Of Originality In Copyright Law&query.author=Gervais, Daniel J.&query.bibliographic=2002&query.container-title=Journal of the Copyright Society of the U.S.A.",10.4337/9781848440210.00007,52.663395,1598889050.7093556
3J4C4QNL,"?query.bibliographic=Of Silos and Constellations: Comparing Notions of Originality in Copyright Law&query.author=Judge, Elizabeth F.; Gervais, Daniel J.&query.bibliographic=2010&query.container-title=Cardozo Arts & Ent. L.J.",10.1525/lal.1993.5.2.02a00070,27.13062,1598889077.776192
99ARYSND,"?query.bibliographic=The Subtle Incentive Theory of Copyright Licensing&query.author=Lev-Aretz, Yafit&query.bibliographic=2015&query.container-title=Brooklyn Law Review",10.1016/j.childyouth.2015.06.006,23.09376,1598889079.337459
KWX7BNGK,?query.bibliographic=Design Practices: “Nothing about Us without Us”&query.container-title=Design Justice,10.7551/mitpress/12255.003.0006,75.6216,1598889083.8593445
7X3M224S,,Type not supported,,1598889083.8723376
TP48EZ6I,,Type not supported,,1598889083.8817248
AEHLXGZP,,Type not supported,,1598889083.890951
3ILH2QSV,,Type not supported,,1598889083.9004433
9IHXSVYU,,Type not supported,,1598889083.9098163
3EIMXSEQ,,Type not supported,,1598889083.9190414
Y65JXIJM,,Type not supported,,1598889083.9283192
NPQYBQWW,,Type not supported,,1598889083.937721
